protein name	proximity to Covid-19	shortest path to Covid-19	path length
TRS-AGA2-4	-0.009422421792604552	TRS-AGA2-4, SARS2, CISD3, covid-19	3
WIF1	-0.08100607312557564	WIF1, AURKA, RALA, covid-19	3
TBX10	0.055272662528975884	TBX10, AURKA, HDAC2, covid-19	3
POU4F3	0.09723527544579913	POU4F3, AURKA, RALA, covid-19	3
ZKSCAN2	0.07342153566824144	ZKSCAN2, AURKA, HDAC2, covid-19	3
NKX1-1	0.038721966358429526	NKX1-1, AURKA, HDAC2, covid-19	3
SERINC2	0.10581401900349982	SERINC2, GHITM, covid-19	2
TRIM6-TRIM34	0.12168969939113598	TRIM6-TRIM34, UBE2K, RAB1A, covid-19	3
MDH1B	0.023643805097314338	MDH1B, GOT2, MEPCE, covid-19	3
MEI1	-0.0430096573217057	MEI1, NEDD8, CUL2, covid-19	3
OR4S2	-0.06900716308330099	OR4S2, NEDD8, CUL2, covid-19	3
CFAP74	-0.07323227931292586	CFAP74, APEX1, ARF6, covid-19	3
CYP2F1	-0.12193188373983463	CYP2F1, PTGS2, STOM, covid-19	3
ERAS	-0.056976755484452926	ERAS, RNASE3, LOX, covid-19	3
FAM221B	-0.1082778037909857	FAM221B, RB1CC1, HSBP1, covid-19	3
CST5	-0.014281212070275655	CST5, SNRPF, CUL2, covid-19	3
KIAA1551	0.04820287191827158	KIAA1551, TBC1D4, CUL2, covid-19	3
GPR3	0.050169799264270246	GPR3, APOD, CUL2, covid-19	3
SLC35C1	-0.03375681558698597	SLC35C1, APOD, CUL2, covid-19	3
FCRL1	0.20091027723727284	FCRL1, APOD, CUL2, covid-19	3
ANKRD36	0.0013810683242753696	ANKRD36, GAPDH, RAP1GDS1, covid-19	3
WASH6P	0.04808534257389489	WASH6P, CAPZA2, AP2M1, covid-19	3
FGD4	0.0006299317671245308	FGD4, CAPZA2, AP2M1, covid-19	3
LINC00528	0.0787869585647993	LINC00528, NUP160, NUP214, covid-19	3
EXD1	0.0016987532970505377	EXD1, EML2, REL, TBK1, covid-19	4
FRG1BP	0.16796313525014955	FRG1BP, KPNA6, G3BP1, covid-19	3
ZNF672	0.10353141438190702	ZNF672, MOV10, covid-19	2
FTH1P3	0.2582768663306254	FTH1P3, MOV10, covid-19	2
SCARNA5	0.07674680369355505	SCARNA5, MOV10, covid-19	2
SNORA63	0.04560142253018294	SNORA63, MOV10, covid-19	2
SLC35B3	0.1165086184888763	SLC35B3, MOV10, covid-19	2
ZNF623	0.14544009076346132	ZNF623, MOV10, covid-19	2
TMED10P1	0.13656876401366919	TMED10P1, MOV10, covid-19	2
FAM89B	0.22793667882063318	FAM89B, MOV10, covid-19	2
SNORA8	0.04897045267498647	SNORA8, MOV10, covid-19	2
MIR3652	0.08880868519598095	MIR3652, MOV10, covid-19	2
MTRF1	-0.09342572155359963	MTRF1, MOV10, covid-19	2
GIPC3	0.030623796214211053	GIPC3, MOV10, covid-19	2
WDR83OS	0.09971864772179924	WDR83OS, MOV10, covid-19	2
YDJC	-0.041342715750551706	YDJC, MOV10, covid-19	2
PHKA2-AS1	0.17263133820486218	PHKA2-AS1, MOV10, covid-19	2
CCR3	-0.03248745789410694	CCR3, HCK, LARP7, covid-19	3
CLPSL1	0.10836734700808917	CLPSL1, ADAM9, covid-19	2
ROCK1P1	0.10380250343555512	ROCK1P1, RBX1, covid-19	2
ZNF835	0.054873074981979145	ZNF835, RBX1, covid-19	2
ANO7	0.03407718142947938	ANO7, RBX1, covid-19	2
NEDD8-MDP1	-0.06910580565933891	NEDD8-MDP1, RBX1, covid-19	2
HNRNPUL2-BSCL2	0.08491681841430501	HNRNPUL2-BSCL2, RBX1, covid-19	2
SHROOM4	0.04054564531802943	SHROOM4, RBX1, covid-19	2
EOMES	0.20795462449648475	EOMES, PFDN1, PDE4DIP, covid-19	3
DEFA3	0.07704092060503492	DEFA3, PFDN1, PDE4DIP, covid-19	3
FAM219B	-0.12251936999826299	FAM219B, SPAG9, ARF6, covid-19	3
XKR4	0.278514314246166	XKR4, CEP135, covid-19	2
CT45A1	-0.21651292241297132	CT45A1, COPS7A, CUL2, covid-19	3
TRB	0.08184148109534467	TRB, HLA-A, PRKACA, covid-19	3
CD1B	0.07414478594736203	CD1B, ADAM9, covid-19	2
ATP1B4	0.06812695076477679	ATP1B4, EMC1, covid-19	2
BICDL2	-0.015362448880783853	BICDL2, KLC3, CUL2, covid-19	3
TOR1B	0.03541065535288912	TOR1B, GHITM, covid-19	2
GSG1L	-0.11730440549050301	GSG1L, LXN, NR2C2, UBAP2L, covid-19	4
FRRS1L	0.016559537513668163	FRRS1L, TBRG4, MOV10, covid-19	3
THSD7A	0.08256390648014857	THSD7A, ASAP2, ARF6, covid-19	3
SNORD21	-0.059887388324026285	SNORD21, SHMT2, RHOA, covid-19	3
SNORA66	-0.05079812765963855	SNORA66, SHMT2, POLA1, covid-19	3
SNORD76	0.02230586966058698	SNORD76, SHMT2, RHOA, covid-19	3
SCARNA3	-0.060298471723106546	SCARNA3, SHMT2, POLA1, covid-19	3
SNORA74B	-0.05603749953059041	SNORA74B, SHMT2, POLA1, covid-19	3
SCARNA27	-0.0988559526871635	SCARNA27, SHMT2, POLA1, covid-19	3
SNORA33	-0.04535785975835531	SNORA33, SHMT2, POLA1, covid-19	3
SNORD54	-0.0580816601750451	SNORD54, SHMT2, POLA1, covid-19	3
SNORA52	0.002321330108361927	SNORA52, SHMT2, RHOA, covid-19	3
SNORA54	-0.012939334318783566	SNORA54, SHMT2, POLA1, covid-19	3
SNORD9	-0.07784581834718812	SNORD9, SHMT2, POLA1, covid-19	3
WHAMMP2	-0.08229647768665986	WHAMMP2, SHMT2, POLA1, covid-19	3
PIN4P1	-0.025703114355350797	PIN4P1, SHMT2, POLA1, covid-19	3
SNORA30	-0.06059499969060182	SNORA30, SHMT2, POLA1, covid-19	3
SNORD7	-0.07306004398296753	SNORD7, SHMT2, POLA1, covid-19	3
SNORA21	-0.04807252816973	SNORA21, SHMT2, POLA1, covid-19	3
SNORD104	-0.08299955470487806	SNORD104, SHMT2, RHOA, covid-19	3
SCARNA16	-0.03720427307736737	SCARNA16, SHMT2, POLA1, covid-19	3
SNORD41	-0.06293797447026625	SNORD41, SHMT2, POLA1, covid-19	3
NECTIN4	0.23066824147984996	NECTIN4, ERH, TLE1, covid-19	3
STATH	0.036237879463643596	STATH, FUS, UBAP2L, covid-19	3
GPR101	0.05160859345830724	GPR101, FUS, UBAP2L, covid-19	3
LRRIQ4	-0.01600652515517161	LRRIQ4, FUS, AAR2, covid-19	3
LINC00470	-0.03910753692987324	LINC00470, FUS, AAR2, covid-19	3
TBC1D8B	-0.18565840454974172	TBC1D8B, ATG16L1, HDAC2, covid-19	3
LIMD2	0.03672894324853054	LIMD2, ATG16L1, RHOA, covid-19	3
FCRLA	-0.04637241433595679	FCRLA, ATG16L1, HDAC2, covid-19	3
ARHGAP30	0.01836797157939596	ARHGAP30, ATG16L1, HDAC2, covid-19	3
ZWILCH	-0.1039591371242258	ZWILCH, ZW10, PSMD8, covid-19	3
ACP7	-0.07936425161925162	ACP7, MYCBP2, covid-19	2
PSG11	0.017199011699112053	PSG11, NLGN3, AP2A2, covid-19	3
HYAL4	-0.07358512018433634	HYAL4, IARS2, ECSIT, covid-19	3
LPAL2	-0.038322493308495714	LPAL2, VAC14, PDE4DIP, covid-19	3
LINC00518	-0.0709029495440831	LINC00518, VAC14, PDE4DIP, covid-19	3
JMJD7	-0.06715569361437523	JMJD7, VAC14, PDE4DIP, covid-19	3
GAS5	0.03832813946297673	GAS5, RUNX3, TLE1, covid-19	3
MEG8	-0.0005815913900172331	MEG8, RUNX3, HDAC2, covid-19	3
HOXA-AS2	-0.018035256775889547	HOXA-AS2, RUNX3, HDAC2, covid-19	3
KIR3DL3	0.00796409949570372	KIR3DL3, RUNX3, HDAC2, covid-19	3
S100A7A	-0.03849951248577073	S100A7A, G3BP1, covid-19	2
ENDOU	-0.17944424581901397	ENDOU, CDK15, MARK2, covid-19	3
PLA2G4E	-0.05489161795910032	PLA2G4E, CDK15, MARK2, covid-19	3
CLVS2	-0.005525716938229085	CLVS2, DDX41, PABPC1, covid-19	3
GFOD2	-0.013114129753546425	GFOD2, TXLNA, GOLGA2, covid-19	3
PXYLP1	-0.05444801044069216	PXYLP1, ATP1B3, RTN4, covid-19	3
ABHD3	-0.010220524636220349	ABHD3, ATP1B3, RTN4, covid-19	3
SLURP1	-0.10199631288672746	SLURP1, ASXL2, EXOSC2, covid-19	3
CLEC10A	-0.03277985131752301	CLEC10A, CSTB, AAR2, covid-19	3
MMP28	-0.15060757620010115	MMP28, SND1, CSNK2A2, covid-19	3
GDF3	-0.1200737599845282	GDF3, NPTX1, covid-19	2
MTERF2	-0.07878053820672026	MTERF2, PPM1A, CSNK2A2, covid-19	3
RAG2	0.14311113071230858	RAG2, KPNA1, HDAC2, covid-19	3
CD248	-0.0091717932847444	CD248, LGALS3BP, TBK1, covid-19	3
FAXC	-0.035667840347853086	FAXC, ACADM, covid-19	2
SLC7A7	0.06149734563711105	SLC7A7, SLC3A2, ARF6, covid-19	3
SLC7A10	0.13951688314147695	SLC7A10, SLC3A2, ARF6, covid-19	3
FAM57A	0.0779798051592878	FAM57A, SLC3A2, ARF6, covid-19	3
PIP5KL1	0.049713087271861835	PIP5KL1, PIP5K1B, LARP7, covid-19	3
ATP5PD	0.04268952857359211	ATP5PD, ATP5MG, covid-19	2
MPP4	-0.08238007686988941	MPP4, FASLG, RHOA, covid-19	3
NODAL	0.022555108538956495	NODAL, ACVR1B, OS9, covid-19	3
IL13	0.23710820711251318	IL13, PIK3R1, G3BP2, covid-19	3
G0S2	-0.01054382943922113	G0S2, RPL30, CUL2, covid-19	3
MIMT1	-0.005639102463045997	MIMT1, HSPA4, HDAC2, covid-19	3
SP6	-0.053558075153599054	SP6, GNB2, GNG5, covid-19	3
UBE2QL1	-0.1083914333571127	UBE2QL1, FBXW7, HDAC2, covid-19	3
TUBBP2	-0.08948558478942292	TUBBP2, FBXW7, HDAC2, covid-19	3
WDR97	-0.09021516212110627	WDR97, FBXW7, HDAC2, covid-19	3
MT1M	0.17744225785064083	MT1M, RELB, DNMT1, covid-19	3
PLA2G12B	0.08511817127483096	PLA2G12B, ADAMTS1, covid-19	2
C11orf74	-0.10668787877261585	C11orf74, SMARCC2, HDAC2, covid-19	3
SSX1	0.0026191642958903125	SSX1, SMARCB1, GOLGA2, covid-19	3
BNIP3P6	0.024679637225951935	BNIP3P6, TAB2, RIPK1, covid-19	3
CST9L	-0.054958192557599456	CST9L, TAB2, RIPK1, covid-19	3
NLRP4	0.0923371769404872	NLRP4, TBK1, covid-19	2
DTX4	0.015250900891565625	DTX4, TBK1, covid-19	2
JRKL	-0.12409554419596906	JRKL, FANCD2, PIGS, covid-19	3
ZAN	0.05486831519078238	ZAN, TNF, RIPK1, covid-19	3
MMP17	-0.035084309283851395	MMP17, TNF, RIPK1, covid-19	3
DPM2	0.22780087679193672	DPM2, ALG5, covid-19	2
ERICH5	0.017560918673946956	ERICH5, VDAC3, AAR2, covid-19	3
SPATA19	-0.04355514105282842	SPATA19, VDAC3, AAR2, covid-19	3
UGT3A2	-0.13624093375024757	UGT3A2, ACAT1, UBAP2L, covid-19	3
C5orf51	-0.08079586595672726	C5orf51, RAB7A, covid-19	2
IGH	0.10321526005884002	IGH, RAB7A, covid-19	2
MIA-RAB4B	0.13275786574916665	MIA-RAB4B, RAB7A, covid-19	2
RASSF4	-0.005325468554867881	RASSF4, MAGEA6, CUL2, covid-19	3
PNMA6A	0.022887719298436436	PNMA6A, DLGAP3, MRPS5, covid-19	3
ACR	0.021350109639189034	ACR, TP53BP1, TCF12, covid-19	3
GALNTL5	-0.02710989496499112	GALNTL5, TP53BP1, TCF12, covid-19	3
NAV3	0.038052467497006026	NAV3, APC, AP2M1, covid-19	3
FILIP1L	0.09434223206764913	FILIP1L, PLEKHA5, covid-19	2
FAM193A	-0.03158218230616461	FAM193A, APC, AP2M1, covid-19	3
ZNF43	0.05250427275007058	ZNF43, APC, CSNK2A2, covid-19	3
RP1	0.00905558272076568	RP1, APC, CSNK2A2, covid-19	3
ELOA3	0.26723890736614325	ELOA3, ELOB, covid-19	2
FAM84B	-0.12043872188631703	FAM84B, CTNNA1, CUL2, covid-19	3
CRYGD	-0.019872682228785854	CRYGD, CRYAB, PLEKHF2, covid-19	3
DVL1P1	-0.007422296208088472	DVL1P1, ACTA1, AAR2, covid-19	3
AIF1	-0.13717242310801386	AIF1, ACTA1, AAR2, covid-19	3
OPALIN	-0.08666491686229166	OPALIN, CALM1, CSNK2A2, covid-19	3
BARX2	-0.02317384646305301	BARX2, SRF, CSNK2A2, covid-19	3
XPNPEP2	-0.06512307184997454	XPNPEP2, PXN, EXOSC8, covid-19	3
GALNT4	-0.044130878839636414	GALNT4, MUC1, NUP62, covid-19	3
TMEM59L	0.01963123672767307	TMEM59L, MUC1, NUP62, covid-19	3
SIGLEC1	0.1682865802615555	SIGLEC1, MUC1, NUP62, covid-19	3
MT1P3	0.02365600357794051	MT1P3, SERPINB8, CSNK2A2, covid-19	3
TAS2R8	-0.04705907345235184	TAS2R8, SERPINB8, CSNK2A2, covid-19	3
NSUN7	0.05338116462183114	NSUN7, PTPN6, GRB2, AP2A2, covid-19	4
CUZD1	0.012750448733325433	CUZD1, PTPN6, GRB2, AP2A2, covid-19	4
KLRB1	-0.01806548349028647	KLRB1, CLEC2D, INTS4, covid-19	3
KLRA1P	0.057225725673574805	KLRA1P, PTPN6, GRB2, AP2A2, covid-19	4
DLL1	0.24352015769861723	DLL1, MIB1, covid-19	2
BRINP2	0.05960192968148312	BRINP2, TUBA4A, RTN4, covid-19	3
GOLGA6L9	-0.08964016130648841	GOLGA6L9, MAP4K4, CNTRL, covid-19	3
SNAR-B2	0.002266350797044972	SNAR-B2, POLR2A, UPF1, covid-19	3
FCP1	-0.03916520715915622	FCP1, POLR2A, UPF1, covid-19	3
MMP27	-0.01784043133533232	MMP27, TUBG1, PRKACA, covid-19	3
LINC00461	0.0031778407855710218	LINC00461, JUND, EP300, NUP98, covid-19	4
PLA2G4B	0.0026025277275851036	PLA2G4B, CASP3, AKAP8, covid-19	3
TYROBP	0.3637138117062838	TYROBP, ZAP70, RNF41, covid-19	3
TRBC1	0.26094364893808447	TRBC1, ZAP70, RNF41, covid-19	3
TRBC2	0.18740316392550294	TRBC2, ZAP70, RNF41, covid-19	3
NFAM1	-0.07187708125976468	NFAM1, ZAP70, RNF41, covid-19	3
MUC15	-0.0021208634360465398	MUC15, CHEK2, AATF, covid-19	3
NBPF15	-0.17122820488575402	NBPF15, KDM1A, HDAC2, covid-19	3
ZNF480	-0.1885123663669222	ZNF480, KDM1A, HDAC2, covid-19	3
CLC	0.3350358489198087	CLC, SP1, AATF, covid-19	3
SLC15A4	-0.011013630511347683	SLC15A4, GORASP1, covid-19	2
TNFRSF6B	-0.013600638532076825	TNFRSF6B, FASLG, RHOA, covid-19	3
PPIAP11	0.016579856638134438	PPIAP11, FASLG, RHOA, covid-19	3
RIMBP3C	0.059261334595186996	RIMBP3C, FASLG, RHOA, covid-19	3
EGR3	-0.13443435296439504	EGR3, FASLG, RHOA, covid-19	3
GSTT2	-0.04451621708788371	GSTT2, GSTP1, CUL2, covid-19	3
TRIM73	-0.05932431314058262	TRIM73, HSP90AA1, RIPK1, covid-19	3
DLX6	-0.0618771232769862	DLX6, HSP90AA1, RIPK1, covid-19	3
STK32B	-0.04567747409206722	STK32B, HSP90AA1, RIPK1, covid-19	3
MIR132	-0.044488860155659726	MIR132, CREB1, HDAC2, covid-19	3
USF3	-0.009047866758595285	USF3, CREB1, HDAC2, covid-19	3
RNU4-2	0.026841086862030336	RNU4-2, CREB1, HDAC2, covid-19	3
NPIPB3	-0.17082055004482957	NPIPB3, MDM2, NEK9, covid-19	3
ERICH3	0.04793725164852465	ERICH3, MDM2, RHOA, covid-19	3
MIR223	0.035560813316085405	MIR223, CEBPA, AKAP9, covid-19	3
CD34	0.04713329285524817	CD34, CRKL, NINL, covid-19	3
C15orf54	-0.1541606993301069	C15orf54, CRKL, AAR2, covid-19	3
FOXO3B	-0.04780123178466457	FOXO3B, FOXO1, PRKACA, covid-19	3
USH1G	-0.1279773039602238	USH1G, USH1C, SAAL1, covid-19	3
ZSCAN2	0.021188516147510196	ZSCAN2, HDAC8, PRKACA, covid-19	3
SEC14L5	0.10553520002064719	SEC14L5, FOXA1, PLOD2, covid-19	3
AGBL1	0.03687381975958856	AGBL1, FOXA1, AATF, covid-19	3
ZNF41	0.0851290696841881	ZNF41, SMAD2, RHOA, covid-19	3
ANTXR2	-0.10048427341823134	ANTXR2, SMAD2, RHOA, covid-19	3
TCEAL6	0.08559194585856142	TCEAL6, SMAD2, HDAC2, covid-19	3
WASHC4	0.009125485844298724	WASHC4, SMAD2, RHOA, covid-19	3
CPXM1	-0.16827300280178306	CPXM1, MAPK3, PLAT, covid-19	3
IRX2	0.061073170357454534	IRX2, MAPK3, NUP214, covid-19	3
MROH7	0.019705456543149952	MROH7, CDK9, CSNK2A2, covid-19	3
CD226	0.4840702039474529	CD226, PVR, covid-19	2
GPR63	0.20645760126042312	GPR63, FYN, PRKACA, covid-19	3
FCER2	0.21477749158448095	FCER2, FYN, RTN4, covid-19	3
SHF	-0.14444349507756016	SHF, PDGFRA, SLC9A3R1, covid-19	3
SLC25A47	0.05698822866043259	SLC25A47, DIABLO, REEP6, covid-19	3
TRIM67	-0.16277886698322752	TRIM67, DCC, BARD1, ATP1B1, covid-19	4
ZNF177	0.013438700671389622	ZNF177, ARHGAP21, RHOA, covid-19	3
RERG	-0.13491922411643786	RERG, negative regulation of cell proliferation, SLC9A3R1, covid-19	3
ARHGEF35	-0.14083460575170043	ARHGEF35, ARHGEF5, RHOA, covid-19	3
AGPAT4-IT1	-0.13095451181497184	AGPAT4-IT1, ERRFI1, NEU1, covid-19	3
PLEKHA3	0.06401155643950344	PLEKHA3, CSDE1, covid-19	2
SLC7A13	-0.14573613386714068	SLC7A13, ERRFI1, NEU1, covid-19	3
ZPBP	-0.01809422293188863	ZPBP, ERRFI1, NPC2, covid-19	3
DCDC1	0.016520580765733053	DCDC1, GAN, NINL, covid-19	3
ANKRD36B	-0.043838953965714904	ANKRD36B, GAN, PABPC4, covid-19	3
DNAH10	-0.13361442767062998	DNAH10, GAN, PABPC4, covid-19	3
ZNF469	-0.08337333674980721	ZNF469, GAN, PABPC4, covid-19	3
CBWD6	-0.007956977218324203	CBWD6, HDAC7, RAP1GDS1, covid-19	3
POU3F4	-0.04214091752171792	POU3F4, HNRNPU, AATF, covid-19	3
CCDC173	0.12606854990171223	CCDC173, PKP3, PDE4DIP, covid-19	3
ANP32C	0.11584684195809512	ANP32C, PTPN2, PSMD8, covid-19	3
ADARB2-AS1	0.03924939282365815	ADARB2-AS1, PTPN2, G3BP1, covid-19	3
FAM220A	0.05764364905106038	FAM220A, PTPN2, G3BP1, covid-19	3
KLRK1	0.32646476685319364	KLRK1, RAE1, covid-19	2
CPEB4	-0.0495076448333657	CPEB4, SAV1, AKAP8, covid-19	3
CCDC140	0.01967190954301455	CCDC140, RGS18, PRKACA, covid-19	3
QRFPR	-0.028960009839163747	QRFPR, PTEN, RHOA, covid-19	3
MGP	-0.01205885654860744	MGP, BMP2, TGFB1, ERP44, covid-19	4
HJV	0.013449740098347967	HJV, iron ion homeostasis, HMOX1, covid-19	3
CHRDL2	-0.020700736599772215	CHRDL2, BMP7, NPTX1, covid-19	3
NOG	-0.06981141969916503	NOG, BMP7, NPTX1, covid-19	3
BMPER	-0.037833962224040896	BMPER, BMP4, UPF1, covid-19	3
GREM2	0.005374785153670902	GREM2, BMP4, UPF1, covid-19	3
TBX1	0.21676998326320224	TBX1, TERF2, CENPF, covid-19	3
TDRD6	-0.013566546496881389	TDRD6, TERF2, CENPF, covid-19	3
BMP15	0.05071875027005715	BMP15, HECTD1, covid-19	2
GDF7	0.03516519730361465	GDF7, BMP7, NPTX1, covid-19	3
ZC3H6	0.11471952911813067	ZC3H6, GSK3A, PABPC4, covid-19	3
CKS1BP7	-0.04318777126791777	CKS1BP7, CCNA2, POLA1, covid-19	3
ABCA5	-0.10660151024293749	ABCA5, NR4A1, RTN4, covid-19	3
ABCC13	-0.11086382743071822	ABCC13, NR4A1, CSNK2A2, covid-19	3
TMEM39A	-0.0458849874213607	TMEM39A, TNFSF13B, HOOK1, covid-19	3
PIANP	-0.025965022791712054	PIANP, GHITM, covid-19	2
GOLGA6L10	0.060357973239387755	GOLGA6L10, SPTBN1, PRKACA, covid-19	3
PNLIPRP2	-0.020337532797541698	PNLIPRP2, LIPG, EXOSC5, covid-19	3
FMO2	-0.046561904812549945	FMO2, GNB2, GNG5, covid-19	3
ADGRG1	0.014252634152561358	ADGRG1, GNB1, covid-19	2
ATP5F1E	0.047747245138086744	ATP5F1E, ATP5MG, covid-19	2
ATP5MC1	0.05315528169077714	ATP5MC1, ATP5MG, covid-19	2
PI3	-0.07101100618284359	PI3, KRT1, AP2M1, covid-19	3
SYT14	-0.009410091114241667	SYT14, MKNK1, MOV10, covid-19	3
PIK3R6	0.4094518385979976	PIK3R6, positive regulation of angiogenesis, HMOX1, covid-19	3
CD164L2	-0.059896719305945076	CD164L2, SLC19A1, CSNK2B, covid-19	3
C17orf102	0.033412270477921543	C17orf102, PMPCA, covid-19	2
KLHDC8B	-0.12049742415385643	KLHDC8B, CCT3, AAR2, covid-19	3
C1orf127	-0.05176900775094138	C1orf127, CCT3, AAR2, covid-19	3
ITGAD	0.17429546542686392	ITGAD, ITGB2, RDX, covid-19	3
MGAT5	0.10587257325483852	MGAT5, PTCH1, CUL2, covid-19	3
SERTAD4-AS1	0.06727950497393129	SERTAD4-AS1, TNIP2, RIPK1, covid-19	3
SNORD30	0.03872658149219063	SNORD30, TNIP2, RIPK1, covid-19	3
MMD	-0.0020502391238296676	MMD, TNIP2, AKAP8, covid-19	3
SNORD29	0.04413451076214989	SNORD29, TNIP2, RIPK1, covid-19	3
SNORD5	0.06292511140514329	SNORD5, TNIP2, RIPK1, covid-19	3
IRX3	0.06364421611200896	IRX3, TNIP2, RIPK1, covid-19	3
FAM200B	0.05374698384818659	FAM200B, TNIP2, RIPK1, covid-19	3
MIR17HG	0.004747480487222358	MIR17HG, TNIP2, AKAP8, covid-19	3
SNORD27	0.06367032910944496	SNORD27, TNIP2, RIPK1, covid-19	3
SNORD87	0.053567333831426894	SNORD87, TNIP2, RIPK1, covid-19	3
SNORD2	0.06444340031290366	SNORD2, TNIP2, RIPK1, covid-19	3
SNORD31	0.04423709165941081	SNORD31, TNIP2, RIPK1, covid-19	3
SNORA4	0.06137299685174641	SNORA4, TNIP2, RIPK1, covid-19	3
SNHG6	0.059007368572862706	SNHG6, TNIP2, RIPK1, covid-19	3
SNORD26	-0.027367905754321714	SNORD26, TNIP2, AKAP8, covid-19	3
CALCB	-0.005733150183853564	CALCB, TNIP2, AKAP8, covid-19	3
FOXD1	-0.1670917214831701	FOXD1, TNIP2, AKAP8, covid-19	3
CCSAP	0.1371840763014442	CCSAP, TNIP2, AKAP8, covid-19	3
C15orf61	0.016946731764284545	C15orf61, TNIP2, AKAP8, covid-19	3
SNORD6	0.05622269353643114	SNORD6, TNIP2, RIPK1, covid-19	3
SNORD28	0.05320080977239264	SNORD28, TNIP2, RIPK1, covid-19	3
SNORD25	-0.04835274206567183	SNORD25, TNIP2, AKAP8, covid-19	3
C9orf85	0.09731527267209182	C9orf85, TNIP2, RIPK1, covid-19	3
SMIM13	-0.04771581419320163	SMIM13, TNIP2, AKAP8, covid-19	3
ZNF14	0.08287020573811768	ZNF14, TNIP2, RIPK1, covid-19	3
SMIM8	0.025169915909335386	SMIM8, TNIP2, AKAP8, covid-19	3
ZIC5	-0.021442861182346742	ZIC5, TNIP2, AKAP8, covid-19	3
CCDC34	-0.014929020109732752	CCDC34, TNIP2, AKAP8, covid-19	3
SBDSP1	0.06750753781846114	SBDSP1, TNIP2, RIPK1, covid-19	3
HSBP1L1	0.03687353781676561	HSBP1L1, TNIP2, AKAP8, covid-19	3
HOXD11	0.03669046078102619	HOXD11, TNIP2, AKAP8, covid-19	3
C2orf76	0.07886201824478678	C2orf76, TNIP2, RIPK1, covid-19	3
FAM221A	0.008404301324270514	FAM221A, TNIP2, AKAP8, covid-19	3
SNORA32	0.09678032388609624	SNORA32, TNIP2, RIPK1, covid-19	3
SNORD75	0.08332512846611029	SNORD75, TNIP2, RIPK1, covid-19	3
NRARP	0.058252971787837164	NRARP, IKBKG, RHOA, covid-19	3
MAFIP	0.055568248609016865	MAFIP, IKBKG, RHOA, covid-19	3
KPNA7	0.024698200922653513	KPNA7, LARP7, covid-19	2
PNMA8A	0.030555147850293465	PNMA8A, IKBKG, RHOA, covid-19	3
AGPAT2	0.09805834379485107	AGPAT2, ANKRD28, AP2M1, covid-19	3
WNT10B	-0.09468370053569022	WNT10B, PPP6R2, AP2M1, covid-19	3
OR9A4	0.051376804319333114	OR9A4, ACTC1, POLA1, covid-19	3
TIMD4	0.0656804506637833	TIMD4, ACTC1, POLA1, covid-19	3
SLC16A13	0.013779449325444183	SLC16A13, ERGIC3, STOM, covid-19	3
RNASE10	-0.060266094530558034	RNASE10, MAP2K1, RAB7A, covid-19	3
ITGA10	0.03322318570505017	ITGA10, ITGB1, covid-19	2
CHAD	0.04879751417507966	CHAD, ITGB1, covid-19	2
OR2H1	-0.09578002739137202	OR2H1, TINF2, FKBP10, covid-19	3
REM2	-0.11840577966107606	REM2, TINF2, FKBP10, covid-19	3
SIRPD	-0.04151146894800185	SIRPD, TERF1, RTN4, covid-19	3
PDP2	-0.03300579493161597	PDP2, LARP7, covid-19	2
TMEM256-PLSCR3	0.09162616071341372	TMEM256-PLSCR3, PRKCD, ADAM9, covid-19	3
UGT1A7	-0.10744449174417162	UGT1A7, PRKCE, AKAP9, covid-19	3
ARID3C	0.04158657881020042	ARID3C, ARID3A, GOLGA2, covid-19	3
LCN15	0.02142213974148309	LCN15, ARID3A, GOLGA2, covid-19	3
CRSP5	-0.14289844199842053	CRSP5, MED14, BRD4, covid-19	3
ZBTB45	-0.027584678264928393	ZBTB45, MED31, PABPC4, covid-19	3
MEIG1	-0.16470397864222086	MEIG1, POLR2J, AATF, covid-19	3
CD1E	0.09754667735634737	CD1E, NUP107, CENPF, covid-19	3
CSMD3	-0.005927401919292918	CSMD3, NUP43, CEP250, covid-19	3
TBX4	-0.08428050739703993	TBX4, NUP43, NUP98, covid-19	3
C11orf42	0.037263187896123665	C11orf42, SNX5, MIB1, covid-19	3
MBLAC1	0.041995659858175986	MBLAC1, CLP1, APP, EIF4E2, covid-19	4
ZDHHC2	0.01714510232801609	ZDHHC2, MSX2, TLE1, covid-19	3
C10orf67	0.05949344665372603	C10orf67, NOD2, RIPK1, covid-19	3
B4GALT6	-0.003104901420220775	B4GALT6, NLRP3, CUL2, covid-19	3
RPP21	-0.049270032030481664	RPP21, PYDC1, UPF1, covid-19	3
RHBDL2	-0.10240557388677826	RHBDL2, EFNB3, AATF, covid-19	3
PXDC1	-0.06993569881565231	PXDC1, LIN7A, GOLGA2, covid-19	3
ADAMTS6	0.11428578828285428	ADAMTS6, SNTA1, GOLGA2, covid-19	3
IL9	0.10088486215501694	IL9, SNTA1, GOLGA2, covid-19	3
NMU	-0.0901788935824621	NMU, SNTA1, GOLGA2, covid-19	3
TRBV12-3	0.05872179762069157	TRBV12-3, SNTA1, GOLGA2, covid-19	3
MAMSTR	0.027784750108071878	MAMSTR, MYOCD, ARRB2, AP3B1, covid-19	4
CXCL3	-0.0732674396480818	CXCL3, CXCR2, GNAI2, GNB1, covid-19	4
